Part Name,Part Density(g/cm(Cube)),Tensile Strength(Mpa),Stiffness(Gpa),Thermal Conductivity(Watt Per Meter Kelvin),Cost(RS),Stress Requirement(Mpa),Operating Temperature(Degree centigrade),Suggested Material
Double Wishbone Linkages,5.625821038,95.06237595,115.6322853,39.62706469,4738.553004,505.5137555,342.0707828,Titanium
Gear,4.656179489,746.1059325,72.85147023,178.0693045,3050.503092,357.4516942,155.5340865,Stainless Steel
Sealing Washers,6.10078061,941.4578361,71.40858491,133.3981066,1589.375025,787.5520981,526.3232506,High Carbon Steel
Cylinder Heads,5.016796516,78.65093689,99.11177554,106.7413424,4984.227319,633.4133859,174.0430317,Titanium
Spur Gears,1.213436153,1349.202228,180.674681,159.7823455,2585.881529,887.3548679,51.56978356,High-speed Steel
Vane Pumps,3.15263737,1338.340093,116.7206743,167.9124936,5372.312803,528.7053969,522.9978428,Titanium
Connecting Rods,2.288562662,1316.810505,47.42141003,145.5491385,3018.781604,174.6888794,708.351733,High-speed Steel
Wheel,1.003974567,1393.354358,32.49581149,195.4043116,5996.318643,239.6459126,430.5681153,Carbon Fiber
Planetary Gears,4.924213621,1268.217067,146.2786605,60.69048171,957.622121,436.1565639,611.8376917,High Carbon Steel
Timing Belts,1.842836755,728.1228898,161.9389551,194.3335128,2528.190356,719.6638792,492.5534626,Stainless Steel
Bearing,4.395552687,756.4390007,10.44636627,100.1580273,668.6377914,890.3598814,542.3930588,Medium Carbon Steel
Disc Clutches,1.806348579,639.5992211,99.41582091,81.87556776,926.1521816,562.4492058,171.5710185,Letnol
Turbine,7.9371198,675.0271353,58.36314055,6.015868099,2470.216582,609.2842886,466.9275847,Stainless Steel
Exhaust Manifolds,3.043692945,207.1039978,108.9714834,151.9046172,3200.918137,428.6878369,685.3308998,Stainless Steel
Gear Wheels,5.395882688,415.8616549,32.48347228,12.12735069,5371.928128,63.31249769,330.7200147,Titanium
Pistons,1.067738555,834.2262775,159.405173,36.128977,894.6397716,203.4545811,790.8263733,Medium Carbon Steel
Spur Gears,4.753160662,378.4571675,193.5702508,77.47096857,917.6145398,459.817083,86.47836884,Letnol
Crankshafts,5.089315777,1038.602602,101.6250036,7.727126553,3951.601347,426.484352,653.4550462,High-speed Steel
Coupling,3.836636901,340.2336691,130.0943231,39.95867439,3309.63415,707.0785516,769.951624,Stainless Steel
Engine Blocks,5.80595833,1279.273874,175.6372598,52.4748791,2389.986947,472.7744109,426.5100747,Stainless Steel
Rocker Arms,3.326094763,60.07436635,114.3689338,54.94323086,1833.632389,872.9932199,383.7988297,Brass
Intake Manifolds,6.29238699,806.1711778,161.7930125,53.78752251,3638.25224,140.7633152,329.7790269,High-speed Steel
Cone Clutches,7.560422638,753.2091568,120.7254788,133.3707533,1107.467097,550.7478296,409.5897657,Medium Carbon Steel
Exhaust Manifolds,1.280333491,1339.808416,53.12466778,132.8203852,1001.366629,481.1022178,359.1049704,High Carbon Steel
Gear Pumps,5.3153451,613.4787811,208.6970699,189.0411032,5258.961334,38.47908641,464.8142319,Titanium
Intake Manifolds,2.027961331,599.7961214,92.09306298,10.02490621,1049.301627,444.3794907,595.2229573,Medium Carbon Steel
Crankshafts,4.096303672,297.7337477,30.87914247,118.9418658,4604.090306,51.86037465,519.8795194,Titanium
Valve,6.163809331,1352.795431,117.4763936,155.4139861,1224.735161,205.2988828,532.4084066,High Carbon Steel
O-rings,6.002676608,104.4416902,158.2363695,158.3096363,2067.384339,641.7989396,576.9697926,High-strength Steel
Rack and Pinion Gears,3.456075974,1001.587009,76.12786654,113.5691922,458.5116672,334.9425259,64.14910776,Letnol
Fuel Injectors,1.641542726,915.9011766,205.9570351,0.831974711,4843.69244,489.336295,671.458917,Titanium
Diaphragm Pumps,5.94440801,73.84281831,92.18791822,142.8695585,2043.734303,184.2217258,625.3524878,Mild Steel
Ball Bearing,6.76352561,1011.648834,181.1153792,48.15129686,5819.084459,271.2404512,178.139221,Carbon Fiber
Pneumatic Brakes,7.602451318,884.8491895,163.0726388,29.15158565,1966.340847,902.4302096,519.5146873,High-strength Steel
Electromagnetic Clutches,1.775111614,201.9282591,183.3142227,138.465204,3211.880906,803.5996221,382.0905142,Stainless Steel
Housing,2.591859942,147.8774629,120.587724,71.2423655,3653.496586,605.4965768,171.9169239,Stainless Steel
Sealing Washers,4.528345649,1233.746655,172.3871591,4.866055698,2607.861974,557.8733769,505.0143326,Stainless Steel
Cylinder Heads,4.60605487,195.709439,72.86675609,24.50515828,4894.417361,385.1996037,688.2755203,Titanium
Crank Linkage Systems,6.339548183,493.6157071,5.52029764,14.40007725,2527.775013,860.5334035,483.3327488,Stainless Steel
Crank Linkage Systems,2.536230544,514.4211489,97.38492006,109.7600596,5884.026729,113.1717512,441.737153,Carbon Fiber
Crankshaft,4.707609535,295.882656,193.4100027,26.43560044,4157.485699,292.3900593,696.875814,Titanium
Gear Wheels,6.825462304,945.6824402,179.1525843,57.44852663,3538.368944,630.2715364,454.0191737,High-speed Steel
Valves,5.404966148,1436.851153,160.7714921,76.5075058,1050.239529,642.6687517,266.9213342,High Carbon Steel
Gear Pumps,1.591231261,598.0386561,194.4922074,119.9268322,795.2152234,791.2541626,402.4909841,Medium Carbon Steel
Gear,1.465948026,1095.142032,14.86499614,180.3962488,4844.163873,621.8312613,468.0272346,Titanium
Rocker Arms,4.41891456,1255.357157,24.91406721,175.466815,570.0622074,352.5547705,416.6667243,Letnol
Hydraulic Clutches,4.67810282,880.4074921,179.3274233,132.1354227,5237.014731,81.70808294,420.6437869,Titanium
Gaskets,2.080723369,90.3549858,53.67714922,64.03064049,4889.677419,972.9332348,193.6288317,Titanium
Coupling,5.738853013,1191.917717,136.2117873,21.6183235,921.7495506,425.6057609,95.10466302,Medium Carbon Steel
Pistons,1.636700094,1120.877633,188.4711987,106.6127266,3477.559043,276.3875341,497.1077293,High-speed Steel
Bell Crank Linkages,2.480349442,32.82198766,171.8784168,182.1296719,1653.927259,26.25222831,346.3685782,Mild Steel
Crankshaft,6.305335187,708.5308556,208.864392,123.4769161,2286.530135,215.0472429,775.4904904,Stainless Steel
Shaft,3.249531824,1276.46479,205.3366016,197.1539932,3996.402321,231.3854878,428.5947262,Titanium
Helical Gears,1.508687361,813.2195914,126.5327709,148.0457527,3490.853254,642.229626,313.8582183,High-speed Steel
Centrifugal Pumps,7.228686195,1068.556394,157.115612,194.4680846,5615.930535,381.0140191,171.2797577,Carbon Fiber
Gaskets,2.196213864,1301.544783,180.8076509,62.2176878,1582.457606,699.2253325,134.7969839,High Carbon Steel
Fuel Injectors,6.115878,1123.390101,20.81430166,92.60592828,2420.499257,976.5004816,615.0054176,Stainless Steel
Oil Pumps,6.838671796,1093.476383,151.2363594,137.6145604,2548.755211,925.8897761,349.7099759,High-speed Steel
Gear Wheels,5.981376518,576.9502576,91.36111413,189.850501,5168.039651,401.86087,88.45585541,Titanium
Worm Gears,6.388312751,1194.18422,66.97225728,4.183562777,1835.206632,40.18066052,372.5886381,High-strength Steel
Cam,5.23810012,376.3290481,81.04634252,153.1830923,1430.520761,905.3782293,341.0059985,Medium Carbon Steel
Cone Clutches,4.028125618,1153.943042,125.7683689,78.75643158,455.9325853,573.1673627,402.4238251,Letnol
Bearing,5.376639566,131.5784155,8.229772428,100.5719856,5169.970435,118.056842,576.6255944,Titanium
Cylinder Heads,6.007620313,341.2340331,60.77679389,165.0277576,3840.86199,872.377282,262.9892434,High-speed Steel
Spark Plugs,4.413848779,155.2648895,35.64479284,99.45906131,4645.953384,528.6972648,729.6726527,Titanium
Planetary Gears,7.695429592,445.2379193,7.616739913,92.06343614,4413.33692,970.8440532,314.9654607,Titanium
Rocker Arms,4.358711074,1420.806607,32.98141023,27.88248058,2894.129329,306.7516968,195.0596512,High-speed Steel
Exhaust Manifolds,2.043043795,687.2059477,34.23871563,126.2981468,4627.057891,361.6761762,475.7728633,Titanium
Gear Pumps,4.789923903,996.0932699,154.2781442,156.5598936,1811.362036,843.4047603,128.3776602,High-strength Steel
Regenerative Brakes,1.615396334,762.8378674,209.917845,179.0976325,915.0001597,900.0419895,760.3143295,Medium Carbon Steel
Spark Plugs,4.848143652,166.1866493,36.30335769,14.69354503,5699.326074,727.8627075,569.9602396,Titanium
Bearing,2.120785053,958.7657279,134.7531207,164.1015659,2708.440554,984.3348607,618.8514855,High-speed Steel
Intake Manifolds,1.015394907,196.4757697,194.7875112,157.301545,3336.042311,698.5707553,318.8994103,Stainless Steel
Lip Seals,1.911220167,1038.962387,177.3393478,48.83496387,2152.751161,238.0661073,204.4227392,High-strength Steel
O-rings,4.987631221,1336.04866,171.1472412,164.2916358,2465.779284,547.6123912,244.5077793,Stainless Steel
Helical Gears,4.102369213,1014.574931,111.2124106,94.95133909,4741.037052,112.0197286,305.1771151,Titanium
Valve,3.400653681,829.7640122,39.63894213,78.11662618,1996.401844,994.2627236,446.5774237,High-strength Steel
Water Pumps,2.861021861,916.6499134,24.37083146,99.73079992,5091.352747,295.801654,594.5902733,Titanium
Spark Plugs,2.598143919,1150.565589,114.902384,154.3388286,5864.519837,462.6848408,679.3889435,Carbon Fiber
Turbine Blade,7.534122305,810.4914837,7.944110929,70.57225006,5918.329292,215.0358957,261.1913291,Carbon Fiber
Helical Gears,7.978963859,586.8224627,201.3062606,138.8681615,2542.487868,693.5864317,333.4011509,Stainless Steel
Engine Blocks,3.347775034,280.9455431,179.9207965,152.3709236,1110.764274,937.5051785,729.7877509,Medium Carbon Steel
Engine Blocks,2.639178151,534.6307146,166.4010904,147.2151655,1179.700497,484.7962239,644.218454,Medium Carbon Steel
Gear Pumps,6.493550194,1462.268962,19.0391505,21.31730677,464.3115242,127.2369053,225.5370774,Letnol
Cylinder Heads,5.256753455,144.2495879,124.4967851,15.99017783,3418.236669,281.7657848,547.9189377,Stainless Steel
Hydraulic Brakes,4.200612435,1029.367299,70.16864487,160.3007833,4223.824357,168.2667189,501.1835696,Titanium
Housing,7.830321939,174.5183896,153.5797391,46.30687669,4854.951285,799.0665055,492.6049664,Titanium
Centrifugal Clutches,5.097470078,457.3120366,145.8901276,27.42078571,1891.869178,334.54459,366.5647548,Brass
Ball Bearing,1.348354399,1127.485692,143.6236038,138.6041369,2404.509129,554.9401125,661.1849604,Stainless Steel
Housing,5.654979803,1084.397631,78.75308908,183.9632893,1659.029818,765.4048367,331.502324,High Carbon Steel
O-rings,7.917849991,388.4134297,94.56611457,28.57277398,1100.901833,92.23243675,365.8588074,Cast Iron
Rack and Pinion Gears,1.158895378,617.1360721,14.53028025,173.3605816,1418.565996,73.90102169,345.4648781,Aluminum Alloy
Positive Displacement Pumps,6.262873778,936.8115065,161.7833905,58.40075153,2955.545756,278.9552076,94.79359736,Stainless Steel
Fuel Injectors,3.700748179,557.3736796,74.89807753,30.82942869,2222.343162,154.3822076,654.8962543,Stainless Steel
Gaskets,3.443259832,134.5656354,76.84079362,195.346166,780.3795635,585.8251373,748.6730815,Letnol
Engine Blocks,3.048419121,656.1077989,65.07283209,78.26518888,4751.780939,500.2135273,279.5841743,Titanium
Hydraulic Clutches,4.765309036,286.1934296,155.744865,54.49605518,1716.216244,163.3153913,631.0100981,Mild Steel
Bell Crank Linkages,1.628857189,437.2340243,174.143464,98.8186036,5372.069106,802.0376428,504.3267092,Titanium
Parking Brakes,7.048678601,352.7432815,184.3106817,176.9474143,774.2967722,700.6251351,602.0453894,Letnol
Worm Gears,5.03833745,945.1692203,53.6452527,141.689259,3293.693499,631.5000507,307.5544201,High-speed Steel
Valves,2.400148873,600.6705832,139.7285834,181.7510398,913.3552228,844.447625,531.7965679,Medium Carbon Steel
Valves,7.87696743,1386.89263,38.72634373,69.84367182,4952.54832,595.076771,264.8652919,Titanium
Camshafts,6.411792854,1027.197907,206.0633607,134.5664377,3197.786814,298.4163484,532.6931013,High-speed Steel
Cylinder Heads,7.073616344,1487.771042,34.12049177,124.7389391,2293.385888,472.5923071,451.7422331,High-strength Steel
Turbine,2.483473023,1135.28859,206.3913818,132.0619683,883.2438768,752.9130676,509.6007049,High Carbon Steel
Four Bar Linkages,2.397314682,1168.551441,115.8596547,41.50505026,937.2648198,894.0443859,650.5393151,High Carbon Steel
Drum Brakes,4.261649792,635.7249582,207.0796611,178.593383,5318.903005,77.24203919,563.9762749,Titanium
Double Wishbone Linkages,1.11273306,521.5033923,164.3913666,83.24945143,3805.441714,921.4173774,440.2443186,High-speed Steel
Camshafts,1.739336718,45.39455486,28.62640583,34.12145008,5512.674023,661.1189224,295.9308047,Titanium
Shaft,4.391846779,1432.004996,32.34941076,68.08104798,5271.684811,555.4338404,630.7262443,Titanium
Valve,3.191095977,600.6462585,45.99593922,188.058856,2631.333004,907.2806764,490.1372776,Stainless Steel
Fuel Injectors,5.914886551,1103.177224,29.28343198,80.98308665,5494.556183,962.2172497,358.8011371,Carbon Fiber
Positive Displacement Pumps,4.693782428,398.6784796,151.9207949,197.5180377,4140.42228,916.1476612,393.0655051,Titanium
Diaphragm Pumps,7.742192045,781.137523,200.1633977,96.65645455,3387.789023,716.6155173,671.2457186,High-speed Steel
Crankshaft,2.551428852,747.0973504,47.82076142,73.26979853,1950.317031,864.9453759,503.6889161,High-strength Steel
Turbine,7.873237272,1287.020531,14.34465071,125.5782332,1811.583288,686.062331,274.7938692,High Carbon Steel
Valve,3.693531784,903.7866971,14.29255478,163.6201533,4749.912897,653.3780754,245.1306072,Titanium
Shaft,1.644857356,215.4650106,157.5977284,107.0931694,1786.896199,685.3456815,318.5914138,Aluminum Alloy
Valves,1.21732544,1319.582212,24.54289172,141.3791465,5463.830949,572.0918952,480.9881608,Titanium
Fuel Injectors,7.288572856,1471.879776,190.0218767,126.7880958,647.4910553,573.2834863,263.6809825,High Carbon Steel
Cone Clutches,3.135469464,531.9484505,91.6751555,26.10381443,3790.563827,732.5773331,353.1234323,High-speed Steel
Fuel Injectors,2.879341227,724.8703428,24.63900708,193.7649268,5333.126424,594.596615,410.7494191,Titanium
Multi-plate Clutches,1.074013726,887.9759871,116.1845347,172.6739389,1847.847766,947.4568643,563.8171787,High-strength Steel
Gear,3.241932075,411.5722849,35.35479857,100.8129002,1794.734273,839.9762287,96.96353227,Aluminum Alloy
Cylinder Heads,2.311098246,562.848785,173.1236434,194.1360948,3492.718531,584.9606453,796.7615425,High-speed Steel
Regenerative Brakes,6.315926836,1485.907717,188.621408,6.811864662,5895.133898,26.7102211,440.2353753,Carbon Fiber
Bell Crank Linkages,5.548302064,102.1596546,52.1058546,71.50920543,4951.919738,16.55849445,121.4630168,Titanium
Four Bar Linkages,2.909104558,703.1270557,79.55602079,167.099099,3889.985735,482.0176005,754.6568945,High-speed Steel
Engine Blocks,7.715059636,458.0704811,191.9839371,74.1793328,1888.817897,229.9536404,608.5499424,Brass
Positive Displacement Pumps,3.318948046,796.914185,72.29538806,59.62189771,3654.961899,385.3677,445.490081,High-speed Steel
Rocker Arms,5.771380218,124.9195847,159.4715161,13.98652461,4856.893698,910.0872897,618.7756259,Titanium
Disc Brakes,6.650378155,315.8821179,47.02247687,118.6740064,4023.812835,185.6855329,226.8498177,Titanium
Gaskets,1.378875957,555.7675741,27.71351802,162.8039392,3243.628556,830.3833717,626.5647683,High-speed Steel
Cylinder Heads,7.695051676,226.5896603,51.0473938,140.6746623,1008.767139,409.9706652,334.720121,Grey Cast Iron
Rack and Pinion Gears,3.859552772,1041.466723,194.7545235,22.84735103,4397.134324,536.9676808,613.8046143,Titanium
Valves,3.155780441,1043.43571,144.9156733,150.5796067,990.1409605,246.6561444,330.0339715,Medium Carbon Steel
Regenerative Brakes,6.872009973,738.0294397,84.08434837,95.88820099,1852.090027,106.9497338,230.5162066,Aluminum Alloy
Cylinder Heads,5.55774399,47.06840249,187.1426439,153.1674186,5447.492665,41.14175368,680.0627686,Titanium
Fuel Injectors,5.064542816,388.0806778,145.2811056,150.5650111,5638.789655,575.3782582,96.82117724,Carbon Fiber
Hydraulic Clutches,6.523564904,216.9680573,4.526907346,110.7742141,2736.900106,282.2327271,285.7888912,Stainless Steel
O-rings,2.879107458,650.6135979,52.9591055,41.39164083,5130.728987,108.1429707,415.4204952,Titanium
Pneumatic Brakes,3.898413638,516.8377648,113.4897243,27.32092317,2415.454453,459.5381424,221.665483,Stainless Steel
Fuel Pumps,3.507235597,1064.467531,192.274179,118.9532449,2183.723604,54.87544611,115.3806571,High-strength Steel
Crankshaft,3.699214154,849.6775004,195.8541071,101.2241256,4061.463238,172.9313574,489.7351104,Titanium
Planetary Gears,2.182157115,713.0905897,47.02334156,153.1026135,1294.937101,169.2944796,243.7505378,Aluminum Alloy
Double Wishbone Linkages,2.772776952,245.2563129,46.13026404,53.64861734,4777.777638,731.1900627,296.5516274,Titanium
Electromagnetic Clutches,1.927905048,1183.813327,172.5065046,55.24149828,4106.234563,265.0288388,182.802028,Titanium
Parking Brakes,6.21901198,655.3911218,59.16982579,198.4353068,5009.24353,651.5809905,92.6994521,Titanium
Oil Pumps,4.902277571,875.4775849,11.3101116,29.47522794,3177.449998,264.8588231,638.0456527,Stainless Steel
O-rings,6.303455468,558.7831335,146.6012335,24.91367972,2960.483244,366.7506687,558.1354716,Stainless Steel
Timing Belts,5.773292524,670.6497514,44.900653,49.74096134,3945.129993,600.193459,447.5997767,Titanium
Multi-plate Clutches,6.589587084,363.3902936,178.8848636,123.1972541,729.8636494,426.3317328,183.4124299,Letnol
Disc,2.675684893,275.4481944,130.0691991,109.3595144,4627.046829,297.7566775,455.066093,Titanium
Gaskets,2.002686031,396.2594139,104.0514274,174.5771414,4171.86559,628.3533859,401.2000257,Titanium
Four Bar Linkages,5.411917165,1001.725435,75.84746123,77.71247229,2388.107668,250.1304404,654.2682651,Stainless Steel
Turbine Blade,7.475348618,1077.516854,164.1581589,95.74014249,5889.337757,496.6889702,88.8095099,Carbon Fiber
Fuel Pumps,6.745363252,543.4464647,150.2289721,40.13787136,1027.804697,688.3215219,615.6823078,Medium Carbon Steel
Rack and Pinion Gears,6.648955755,60.11506549,194.197361,112.3721731,4481.915989,514.9005059,350.7653377,Titanium
Worm Gears,3.635210679,835.3919882,117.7964148,162.3187666,5287.027796,406.2771364,305.052326,Titanium
Intake Manifolds,1.595737898,805.8795787,110.7976547,81.886542,488.9744202,65.90650591,111.4023106,Letnol
Exhaust Manifolds,2.169420363,629.4560407,75.73376884,57.12231361,4139.509226,752.8675236,217.6816484,Titanium
Electromagnetic Clutches,5.274730925,23.40685717,77.98445766,93.98883891,2272.966288,277.9819105,338.4104662,Mild Steel
Water Pumps,6.705180772,513.8052863,69.22314577,83.1428185,3681.016523,288.0554534,526.6644105,High-speed Steel
Diaphragm Pumps,1.201285591,681.0413004,200.66033,55.20918713,1983.10382,506.9671408,700.6174144,High-strength Steel
Ball Bearing,4.630865026,1082.662985,12.32527313,129.0961271,2570.676537,850.8253228,689.6545042,Stainless Steel
Worm Gears,1.717560788,224.5922161,133.3502396,14.81881891,4389.970379,796.8639403,799.2195648,Titanium
Regenerative Brakes,3.941828774,70.77920073,136.6989417,8.338120086,1664.862085,337.2178516,381.9665474,Mild Steel
Flywheel,7.525671671,1006.75972,115.9297329,29.5769828,3066.352311,885.8092656,367.6634309,High-speed Steel
Wheel,6.212245675,1069.485546,68.93936596,177.9293926,3344.092571,69.87019066,382.5418225,High-speed Steel
Positive Displacement Pumps,2.471367821,288.1495559,56.60703462,11.39266511,2131.497258,922.5214431,598.7459438,High-strength Steel
Cylinder Heads,6.140844315,277.2811904,119.3764177,187.4954171,4299.587439,102.110426,129.6876327,Titanium
Diaphragm Pumps,5.337512156,1383.415607,52.85651455,40.89423485,1461.237938,887.2197145,575.0482905,High Carbon Steel
Rocker Arms,5.207483065,392.4450636,80.39217709,199.0772414,1074.845765,182.9311717,269.3418767,Aluminimum
Camshafts,3.461296664,838.1060379,168.1201513,175.9539768,3983.499587,515.4758026,317.7218624,Titanium
Vane Pumps,3.340550623,1167.431681,102.5985403,144.1501387,588.7412265,718.8432604,676.9611942,Medium Carbon Steel
Flywheel,1.875780476,539.6142651,68.81989359,18.24265953,630.1020274,499.2983098,531.5926906,Letnol
Turbine Blade,2.364541344,1238.124121,146.9346932,120.8358822,4483.652031,123.6050006,517.9978393,Titanium
Rack and Pinion Gears,7.478160484,769.4785103,93.6590651,121.8743051,768.7357402,309.7119664,322.8009691,Letnol
Wheel,2.273967463,762.1080081,113.9915875,145.9285946,3120.225788,917.5776418,615.1163562,High-speed Steel
Gear Wheels,6.306882199,1174.738654,33.36395627,157.0457874,2442.919823,783.7852173,453.0270662,Stainless Steel
Hydraulic Brakes,6.173839575,502.4378813,28.00002769,199.5328759,3460.7424,849.3567041,90.95182245,High-speed Steel
Bearing,4.35141683,1205.558476,88.71636836,93.8429246,1783.814216,119.6055233,196.3618583,High-strength Steel
Spark Plugs,1.449216801,925.5336841,147.8005114,58.68652791,1008.833469,893.8023479,225.4473692,High Carbon Steel
Timing Gears,1.530302656,70.85468311,44.47054323,37.49194405,445.7065046,957.8856264,619.1712958,Letnol
Sealing Washers,7.106572291,374.9718244,106.5097253,130.2127565,5586.293905,673.5015077,577.3559285,Titanium
Planetary Gears,6.834794174,1498.453761,68.93109937,134.8121129,5747.715473,316.0918275,126.0671286,Carbon Fiber
Lip Seals,5.906841947,1257.647816,144.8039165,53.87587303,2998.553855,809.0173836,600.7932177,High-speed Steel
Electromagnetic Clutches,2.510620893,967.6001578,37.66078249,143.1029926,4823.831244,638.9851264,578.9147712,Titanium
Four Bar Linkages,3.054158446,891.644304,165.9807273,74.47778282,1052.742501,554.2551244,139.0752258,Medium Carbon Steel
O-rings,7.966860245,1411.301593,169.5304153,34.37965337,2260.774037,711.1100327,649.4209271,High-strength Steel
Connecting Rods,2.594179787,555.8387148,50.52491175,144.5481866,5860.048769,67.50557367,92.57698566,Carbon Fiber
Centrifugal Pumps,6.077167777,433.1081561,53.77753094,4.781710205,4025.454923,233.6797803,702.8250269,Titanium
Exhaust Manifolds,1.20455497,559.487168,81.16347885,18.46286598,3723.984264,883.3698712,687.3356132,High-speed Steel
Bell Crank Linkages,7.337516474,1325.893115,192.0002249,162.4276218,4769.427194,882.376164,672.953273,Titanium
Fuel Pumps,6.66057117,1204.656474,30.15439589,135.7669397,5326.834566,665.8061114,743.7765297,Titanium
Piston,3.007719951,927.1458536,171.5522921,30.02103645,3323.719979,142.5546673,544.72096,High-speed Steel
Rack and Pinion Gears,6.196597393,421.8612889,166.796135,16.88992466,2958.566825,110.3795418,258.958408,Stainless Steel
Flywheel,5.314478955,27.1025466,36.51727956,129.487668,1907.938097,409.9806854,115.9231827,Aluminum Alloy
Positive Displacement Pumps,1.655550403,793.7637189,200.949275,6.505570564,5827.66501,933.697346,235.2313176,Carbon Fiber
Diaphragm Pumps,7.506332727,1237.500929,4.044163514,120.5853483,3421.009507,637.1566577,756.3315027,High-speed Steel
Worm Gears,5.70769864,1309.617636,32.30354337,100.8534527,1866.899687,676.6705698,491.6270619,High-strength Steel
Intake Manifolds,3.957410031,770.1511172,158.1082985,96.2666369,1637.067306,347.6030963,648.2781843,Brass
Connecting Rods,5.564276814,1376.287095,53.15998447,199.3704825,5229.303169,47.5247679,626.3880521,Titanium
Vane Pumps,2.557918095,761.7550523,196.6887188,52.49460609,795.7511483,680.8917196,498.8019403,Medium Carbon Steel
Turbine Blade,2.959345859,469.8679348,78.027637,1.607827902,5236.1983,36.21740492,146.5327104,Titanium
Fuel Injectors,2.105374988,714.5155969,93.13401546,93.21942485,1746.470519,197.8609012,661.7736327,Brass
Lip Seals,5.896328045,881.7346403,179.1454717,13.90004191,4739.991172,20.79287545,678.6488867,Titanium
Valves,5.183383759,978.0132987,47.02325191,193.1285711,4785.19222,876.3658491,97.61859311,Titanium
Double Wishbone Linkages,7.504553225,348.5398792,170.394604,112.3457589,1566.308514,536.3961266,78.82747281,Aluminum Alloy
Piston,4.324214338,303.0105835,44.42167192,23.66741531,2843.072261,457.494914,302.1684231,Stainless Steel
Rack and Pinion Gears,4.71582984,325.657191,3.414681101,180.6357152,3532.331788,68.82195913,799.5466096,Stainless Steel
Gaskets,7.025805399,1422.013054,46.1511696,174.4916759,2119.989308,48.54896636,599.3153921,High-strength Steel
Vane Pumps,1.027402444,1088.808219,71.14054058,36.87752731,2894.972989,657.9834929,356.5406986,High-speed Steel
Four Bar Linkages,7.138280152,479.0170235,207.0841237,148.7866477,3209.489004,883.2226714,382.339248,High-speed Steel
Cone Clutches,1.959805012,839.4923551,18.07033799,51.21215896,2718.057149,307.912026,385.7803131,Stainless Steel
Bell Crank Linkages,4.679844688,1264.976866,67.78544974,133.8243431,2398.953103,105.9506983,756.8446365,Stainless Steel
Camshafts,1.740269582,515.2881702,115.2045841,34.81381281,1158.203147,202.6519461,444.7011334,Low Carbon Steel
Gear Wheels,6.620858091,1210.620385,143.0090584,35.77921484,2999.922452,236.2160278,317.8858028,High-speed Steel
Spark Plugs,2.456080891,49.25235746,166.8330955,153.9693023,484.2934617,676.6424321,52.20816995,Plastic
Drum Brakes,7.390044558,1498.938925,46.03059754,33.20463866,4864.805557,409.7271707,262.443617,Titanium
Fuel Injectors,3.406953079,661.7519146,14.06156366,142.2374604,3143.727028,195.8729848,784.5644644,Stainless Steel
Wheel,5.050920597,228.2837471,123.3716463,87.86962865,724.6648187,151.5877961,412.1185299,Letnol
Worm Gears,6.775451218,783.7054886,14.98185941,57.3427337,5876.985404,866.4456672,485.3873296,Carbon Fiber
Centrifugal Pumps,1.904374928,71.21314609,206.0887759,144.4058853,2037.990143,836.1711599,610.2428189,High-strength Steel
O-rings,3.53317148,719.0226713,35.93331055,157.576873,3752.240798,449.4538232,495.5462368,High-speed Steel
Housing,1.599769006,411.7563437,171.0586312,85.89560758,3026.106122,122.8060157,599.3241592,Stainless Steel
Cone Clutches,1.159877784,697.0957201,188.0612475,172.9748043,4550.013722,817.3772418,143.0276267,Titanium
Peristaltic Pumps,3.731520423,892.5971222,194.3447461,48.05371216,5269.294044,795.7367379,669.5963098,Titanium
Coupling,2.132267631,977.6623756,45.35276841,15.13049852,5121.475478,27.12862446,304.6871583,Titanium
Water Pumps,2.33896198,855.6711794,137.8618395,77.38297684,5867.474566,586.6522978,761.3587519,Carbon Fiber
Wheel,5.266935445,1464.701471,158.6880216,102.3139704,5814.25224,140.8603238,584.3790746,Carbon Fiber
Hydraulic Clutches,3.856251215,1427.676579,177.4035546,31.6177549,5532.563827,95.12323937,131.0937385,Carbon Fiber
Turbine Blade,4.867103263,698.7115272,57.20804778,134.4446151,4748.318691,168.1057472,309.5542465,Titanium
Fuel Injectors,7.995033095,21.47315776,70.34475663,179.9717693,4006.531805,859.1510486,145.8199647,Titanium
Disc,2.962883145,1274.501705,135.5268047,164.2282603,1244.840239,787.7361512,711.9606788,High Carbon Steel
Positive Displacement Pumps,6.142669102,1142.834996,66.68874903,100.9280158,4672.527808,937.4540432,713.9446459,Titanium
Bearing,7.550628577,260.7237172,199.2970163,184.355875,1832.322733,724.6664146,385.7433066,Brass
Vane Pumps,5.06667814,609.2355026,41.73473222,166.9116586,3229.953479,231.5553497,63.92381046,Stainless Steel
Centrifugal Pumps,3.03536039,831.5642005,178.4213863,73.62373994,4324.301404,427.7052345,642.7426754,Titanium
Multi-plate Clutches,4.848446634,592.9568367,195.769139,21.69503547,2002.813992,699.8374675,415.4509761,High-strength Steel
Disc,5.915064791,438.6521619,114.109982,34.66687884,2108.433357,842.3074702,529.6975913,High-strength Steel
Turbine,1.288719598,43.09350233,107.4043954,62.02875223,1539.394213,878.7479482,146.6389189,Aluminum Alloy
Timing Gears,6.842076969,287.6756407,58.7521601,179.8339719,5366.025857,149.0365172,759.7999657,Titanium
Timing Belts,4.494635188,751.6585676,169.8330703,58.18459567,1268.568231,260.3030001,553.8208706,Medium Carbon Steel
